drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	target_count
DB07106	4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07107	(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07108	4'-FLUORO-1,1'-BIPHENYL-4-CARBOXYLIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07109	(2E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07110	4-(4-FLUOROBENZYL)PIPERIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07111	(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07112	N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07113	(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07114	4-[(METHYLSULFONYL)AMINO]BENZOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07115	N-(4-chlorobenzyl)-N-methylbenzene-1,4-disulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07116	1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07117	5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07118	7-hydroxy-4-methyl-2H-chromen-2-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07119	1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07120	N4-(N,N-DIPHENYLCARBAMOYL)-AMINOGUANIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07121	4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07122	1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07123	N-(4-METHYLBENZOYL)-4-BENZYLPIPERIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07124	(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07125	4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07126	O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07127	{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07128	N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07129	(2R)-1-(2,6-dimethylphenoxy)propan-2-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07130	4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07131	(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07132	1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07133	D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07134	5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07135	(2S,3S)-3-AMINO-4-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-5-YLCYCLOHEXYL)BUTANAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07136	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(R)-HYDROXY[(1R)-2-METHYL-1-{[(3-PHENYLPROPYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07137	(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07138	5-(2,6-dichlorophenyl)-2-[(2,4-difluorophenyl)sulfanyl]-6H-pyrimido[1,6-b]pyridazin-6-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07139	3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07140	5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07141	5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07142	5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07143	D-phenylalanyl-N-benzyl-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07144	5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07145	(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07146	2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07147	methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07148	(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07149	(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07150	4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07151	4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07152	N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07153	6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07154	(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07155	(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07156	(4Z)-6-bromo-4-({[4-(pyrrolidin-1-ylmethyl)phenyl]amino}methylidene)isoquinoline-1,3(2H,4H)-dione	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07157	(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07158	5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07159	6-({5-fluoro-2-[(3,4,5-trimethoxyphenyl)amino]pyrimidin-4-yl}amino)-2,2-dimethyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07160	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07161	5-phenyl-1H-indazol-3-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07162	4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07163	5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07164	N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07165	N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07167	5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07168	[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07169	5R-(3,4-DICHLOROPHENYLMETHYL)-3-(2-THIOPHENESULFONYLAMINO)-4-OXO-2-THIONOTHIAZOLIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07170	5'-FLUORO-2',5'-DIDEOXYADENOSINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07171	5-(2-hydroxyethyl)nonane-1,9-diol	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07172	(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07173	7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07174	6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-4-(3-METHOXYPROPYL)-2,2-DIMETHYL-2H-1,4-BENZOXAZIN-3(4H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07175	N-{2-methyl-5-[(6-phenylpyrimidin-4-yl)amino]phenyl}methanesulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07176	5-aminonaphthalene-1-sulfonic acid	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB07177	(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07178	5-PENTYL-2-PHENOXYPHENOL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07179	3-((3-bromo-5-o-tolylpyrazolo[1,5-a]pyrimidin-7-ylamino)methyl)pyridine 1-oxide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07180	5-[(Z)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07181	4'-[(1R)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07182	(2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07183	N-(4-phenoxyphenyl)-2-[(pyridin-4-ylmethyl)amino]nicotinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07184	6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07185	2-{[(4-CHLOROPHENOXY)ACETYL]AMINO}BENZOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07186	4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07187	6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07188	(3S)-1-CYCLOHEXYL-N-(3,5-DICHLOROPHENYL)-5-OXOPYRROLIDINE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07189	(1S,3R,6S)-4-oxo-6-{4-[(2-phenylquinolin-4-yl)methoxy]phenyl}-5-azaspiro[2.4]heptane-1-carboxylic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07190	3-cyclohexyl-D-alanyl-N-(3-chlorobenzyl)-L-prolinamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07191	4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07192	(3S)-N-(3-BROMOPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07193	(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07194	2-{2-[(3,5-dimethylphenyl)amino]pyrimidin-4-yl}-N-[(1S)-2-hydroxy-1-methylethyl]-4-methyl-1,3-thiazole-5-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07195	4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07196	N-methyl-1-(2-thiophen-2-ylphenyl)methanamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07197	4-BROMO-3-(CARBOXYMETHOXY)-5-(4-HYDROXYPHENYL)THIOPHENE-2-CARBOXYLIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07198	5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07199	(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07200	(2S,4S,5R)-2-ISOBUTYL-5-(2-THIENYL)-1-[4-(TRIFLUOROMETHYL)BENZOYL]PYRROLIDINE-2,4-DICARBOXYLIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07201	(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB07202	6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07203	6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07204	(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07205	N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07206	6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07207	2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07208	(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07209	(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07210	3-bromo-5-phenyl-N-(pyridin-4-ylmethyl)pyrazolo[1,5-a]pyrimidin-7-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07211	(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07212	N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07213	(5-{3-[5-(PIPERIDIN-1-YLMETHYL)-1H-INDOL-2-YL]-1H-INDAZOL-6-YL}-2H-1,2,3-TRIAZOL-4-YL)METHANOL	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07215	2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07216	(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07217	N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07218	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07219	BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07220	N-[5-(1,1-DIOXIDOISOTHIAZOLIDIN-2-YL)-1H-INDAZOL-3-YL]-2-(4-PIPERIDIN-1-YLPHENYL)ACETAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07221	(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07222	(3S)-N-(5-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07223	METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07224	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ALANINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07225	N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07226	N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07227	4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE	N/A	N/A	N/A	small molecule	experimental	N/A	3
DB07228	1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07229	3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07230	3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07231	N-({(2S,3S)-3-[(BENZYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07232	(2R)-2-(7-carbamoyl-1H-benzimidazol-2-yl)-2-methylpyrrolidinium	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07233	N-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}-5-methyl-D-tryptophan	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07234	3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07235	N-[(1S)-2-AMINO-1-(2,4-DICHLOROBENZYL)ETHYL]-5-[2-(METHYLAMINO)PYRIMIDIN-4-YL]THIOPHENE-2-CARBOXAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07236	3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07237	{4-[(2R)-pyrrolidin-2-ylmethoxy]phenyl}(4-thiophen-3-ylphenyl)methanone	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07238	5-cyclopropyl-2-(4-fluorophenyl)-6-[(2-hydroxyethyl)(methylsulfonyl)amino]-N-methyl-1-benzofuran-3-carboxamide	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07239	7-(aminomethyl)-6-(2-chlorophenyl)-1-methyl-1H-benzimidazole-5-carbonitrile	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07240	3-[(9H-fluoren-9-ylideneamino)oxy]propanoic acid	N/A	N/A	N/A	small molecule	experimental	N/A	0
DB07241	7-carboxy-5-hydroxy-12,13-dihydro-6H-indolo[2,3-a]pyrrolo[3,4-c]carbazole	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07242	(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07243	(3-ENDO)-8-METHYL-8-AZABICYCLO[3.2.1]OCT-3-YL 1H-PYRROLO[2,3-B]PYRIDINE-3-CARBOXYLATE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07244	5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07245	6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07246	(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07247	[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA	N/A	N/A	N/A	small molecule	experimental	N/A	2
DB07248	7-PYRIDIN-2-YL-N-(3,4,5-TRIMETHOXYPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07249	N-(5-chloro-1,3-benzodioxol-4-yl)-6-methoxy-7-(3-piperidin-1-ylpropoxy)quinazolin-4-amine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07250	N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07251	N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07252	3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07253	N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine	N/A	N/A	N/A	small molecule	experimental	N/A	1
DB07254	N-[3-[[4-[(5-CHLORO-1,3-BENZODIOXOL-4-YL)AMINO]PYRIMIDIN-2-YL]AMINO]PHENYL]METHANESULFONAMIDE	N/A	N/A	N/A	small molecule	experimental	N/A	1
